Tanggal,Penulis,Judul,Artikel,Label
" Kamis, 30 November 2023 12:45 WIB",Pewarta: Laily RahmawatyEditor: Laode Masrafi  COPYRIGHT © ANTARA 2023,Hari ini delapan saksi diperiksa terkait pemerasan oleh pimpinan KPK,"     Jakarta (ANTARA) - Penyidik gabungan Subdittipidkor Ditreskrimsus Polda Metro Jaya dan Dittipidkor Bareskrim Polri hari ini, Kamis, memeriksa delapan orang saksi terkait kasus dugaan pemerasan yang dilakukan oleh Ketua KPK non-aktif Firli Bahuri.   Wakil Direktur Tindak Pidana Korupsi (Wadirtipidkor) Bareskrim Polri Kombes Pol. Arief Adiharsa di Jakarta, Kamis, menyebut dua dari delapan saksi diperiksa di Bareskrim Polri.   “Pemeriksaan di Tipidkor Bareskrim Polri dua saksi, yakni Thony Saut Situmorang dan Tin Latifa,” kata Arief.    Thony Saut Situmorang, mantan Pimpinan KPK, sedangkan Tin Latifa merupakan saksi dari Kementerian Pertanian, menjalani pemeriksaan di Bareskrim Polri mulai pukul 10.00 WIB.   Sedangkan enam saksi lainnya, diperiksa di ruang pemeriksaan Subdit Tipidko Ditreskrimsus Polda Metro Jaya lantai 21 Gedung Promoter.   Pemeriksaan para saksi tersebutmerupakan kelanjutan dari pemeriksaan saksi lainnya, setelah penyidik menetapkan Firli Bahuri sebagai tersangka pada Rabu (22/11).   Sehari sebelumnya, penyidik memeriksa mantan Menteri Pertanian Syahrul Yasin Limpo (SYL) bersama sejumlah saksi lainnya, dua di antaranya Sekjen Kementerian PertanianKasdi Subagyono dan Direktur Kementan M Hatta, di Bareskrim Polri. Adapun ketiganya berstatus tersangka tindak pidana korupsi di KPK.   Selain memeriksa saksi-saksi, penyidik juga telah memanggil Firli Bahuri untuk diperiksa sebagai tersangka pada Jumat (1/12) esok.   Humas Polda Metro Jaya Kombes Polisi Trunoyudo Wisnu Andiko saat dikonfirmasi di Jakarta, Selasa (28/11) menyebut pihaknya telah melayangkan surat panggilan kepada Firli Bahur pada 28 November 2023.   Adapun pemeriksaan tersebut akan dilakukan pada pukul 09.00 WIB di Ruang Riksa Direktorat Tindak Pidana Korupsi (Dittipidkor) Bareskrim Polri.   “Pemeriksaan tersebut akan dilakukan oleh penyidik gabungan Subdit Tipidkor Ditreskrimsus Polda Metro Jaya dan Dittipidkor Bareskrim Polri,"" kata Trunoyudo.   Polda Metro Jaya menetapkan Firli Bahuri (FB) sebagai tersangka sebagaimana dimaksud dalam Pasal 12 e atau Pasal 12 B atau pasal 11 Undang-Undang Nomor 31 Tahun 1999 tentang pemberantasan tindak pidana korupsi sebagaimana diubah dan ditambah dengan Undang-Undang Nomor 20 Tahun 2001 tentang perubahan Undang-Undang Nomor 31 Tahun 1999 tentang pemberantasan tindak pidana korupsi sebagaimana yang diubah dan ditambah dengan UU Nomor 20 Tahun 2001 tentang perubahan UU Nomor 31 Tahun 1999 tentang pemberantasan tindak pidana korupsi juncto pasal 65 KUHP, yang terjadi di wilayah hukum Polda Metro Jaya pada sekira tahun 2020 sampai 2023.   Direktur Reserse Kriminal Khusus (Direskrimsus) Polda Metro Jaya Kombes Pol Ade Safri Simanjuntak menyebutkan bahwa penetapan tersangka tersebut setelah dilakukan gelar perkara pada hari yang sama, Rabu (22/11).  Baca juga: Polda Metro Jaya lengkapi administrasi penyidikan tersangka Ketua KPK  Baca juga: SYL bungkam ditanya soal Firli saat tiba di Bareskrim  Baca juga: Wakil Ketua KPK minta maaf soal Firli Bahuri jadi tersangkaPewarta: Laily RahmawatyEditor: Laode Masrafi    COPYRIGHT © ANTARA 2023 ",hukum
" Kamis, 30 November 2023 12:33 WIB",,MPU Aceh berikan layanan sertifikasi halal gratis,,hukum
" Kamis, 30 November 2023 12:19 WIB",,Polda Aceh ungkap peredaran narkotika jaringan internasional Malaysia-Aceh,,hukum
" Kamis, 30 November 2023 11:58 WIB",Pewarta: Ardiles LelolteryEditor: Hisar Sitanggang  COPYRIGHT © ANTARA 2023,Polda Papua antisipasi 13 daerah rawan gangguan KKB jelang 1 Desember,"     Jayapura (ANTARA) - Kepolisian Daerah Papua mengantisipasi 13 daerah rawangangguan keamananmenjelang 1 Desember 2023 yang kerap diperingati sebagai HUT OPM.  Kabid Humas Polda Papua Kombes Pol. Ignatius Benny Adi Prabowo di Jayapura, Kamis, mengatakan 13 wilayah rawan konflik meliputi basis KKB sehingga pihaknya harus bersinergi dengan TNI untuk meningkatkan patroli keamanan.   ""Aparat gabungan TNI dan Polri terus memantau pergerakan KKB dengan meningkatkan patroli keamanan dan penegakan hukum bagi kelompok yang kerap melakukan aksi teror dan penembakan terhadap aparat keamanan dan warga setempat,"" katanya.   Menurut Benny, 13 daerah tersebut meliputi Kabupaten Pegunungan Bintang, Yahukimo, Nduga, Puncak, Puncak Jaya, Lanny Jaya, Jayawijaya, Tolikara, Dogiyai, Paniai, Intan Jaya, Yalimo dan Kota Jayapura.   ""Selain basis KKB, daerah-daerah tersebut juga masuk dalam peta rawan konflik pada Pemilihan Kepala Darah (Pilkada) 2024,"" ujarnya.   Dia menjelaskan upaya untuk mengantisipasi gangguan kamtibmas menjelang 1 Desember, Polda Papua telah melaksanakan sejumlah langkah, salah satunya meningkatkan patroli.   ""Ini bertujuan memberikan rasa aman bagi masyarakat dari gangguan KKB,"" katanya lagi.  Tokoh Masyarakat Jayapura, Papua Neles Monim mengatakan pihaknya mengajak seluruh masyarakat di daerah itu untuk tidak memperingati HUT OPMitu.   ""Kami juga berharap supaya aparat keamanan dapat menindak tegas kelompok -kelompok yang menghambat pembangunan di Papua,"" katanya.Pewarta: Ardiles LelolteryEditor: Hisar Sitanggang    COPYRIGHT © ANTARA 2023 ",hukum
" Kamis, 30 November 2023 11:40 WIB",Pewarta: Rolandus NampuEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Polisi tahan tersangka penipuan pekerjaan di Bandara Ngurah Rai," ""Saat ini pelaku sudah diamankan dan dilakukan penahanan sesuai dengan Pasal 378 KUHP dengan pidana penjara paling lama empat tahun,”Denpasar (ANTARA) - Kepolisian Resor Kawasan Bandara I Gusti Ngurah Rai menahan BFCD (25) yang menjadi tersangka penipuan atau menjanjikan korbannya mendapatkan pekerjaan pada salah satu perusahaan di Bandara I Gusti Ngurah Rai, Tuban, Bali.   Kepala Satuan Reserse Kriminal Polres Kawasan Bandara I Gusti Ngurah Rai Iptu Rionson Ritonga di Denpasar, Bali, Kamis mengatakan BFCD merupakan seorang karyawan outsourcing di sebuah perusahaan di Bandara I Gusti Ngurah Rai melakukan penipuan atau menjanjikan korbannya mendapat pekerjaan di PT Jasa Angkasa Semesta di Bandara I Gusti Ngurah Rai.   Rionson mengatakan perempuan asal Jambi tersebut menipu korban dan meminta uang sebesar Rp15.000.000 sebagai imbalan atas jasanya tersebut.   ""Saat ini pelaku sudah diamankan dan dilakukan penahanan sesuai dengan Pasal 378 KUHP dengan pidana penjara paling lama empat tahun,” katanya.   Pengungkapan kasus penipuan tersebut berawal dari adanya laporan korban di SPKT Polres Kawasan Bandara Ngurah Rai atas nama Fifi (20) asal Tangerang, Provinsi Banten pada 27 Nopember 2023 atas kasus penipuan yang dilakukan oleh BFCD terhadap dirinya.   Rionson menjelaskan sekitar bulan Juni 2023 lalu, pelaku BFCD melakukan komunikasi dengan korban melalui sambungan telepondijanjikan akan diterima bekerja di PT JAS Bandara I Gusti Ngurah Rai.   Karena korban merasa percaya dengan tawaran pelaku, korban langsung datang ke Bali pada 26 Juni 2023 dan menemui pelaku di Terminal Keberangkatan Internasional Bandara I Gusti Ngurah Rai.   Pada saat pertemuan itu, pelaku pun kembali mengatakan bahwa korban akan diterima bekerja sebagai karyawan di PT JAS, namun dengan persyaratan menyerahkan sejumlah uang kepadanya untuk mengurus segala berkas yang berkaitan dengan pekerjaan yang dijanjikan tersebut.   “Saat pertemuan itu, pelaku yang tinggal di Jalan Nusantara Tuban Kuta ini juga meminta kepada korban untuk menyerahkan uang sebesar Rp15.000.000 kepada korban untuk mengurus agar bisa diterima bekerja di PT JAS,” kata Kasat Reskrim Iptu Rionson.   Selain itu, kata Kasat Reskrim, agar tidak menimbulkan kecurigaan, pelaku meminta korban membuat curriculum vitae sebagai persyaratan untuk pendaftaran di PT. JAS.   Korban merasa yakin dan percaya akan diterima bekerja sehingga ia pun mentransfer uang sesuai dengan jumlah yang diminta pelaku sebanyak dua kali pengiriman.   “Pengiriman pertama tanggal 3 Juli 2023 korban mentransfer uang ke nomor rekening Bank Mandiri milik pelaku sebesar Rp10.000.000 dan tanggal 17 Juli 2023 sebesar Rp5.000.000 sehingga total keseluruhan Rp15.000.000,” imbuh Rionson.   Korban juga sempat melakukan tahapan tes interview di PT JAS pada akhir bulan Juli lalu, namun korban dinyatakan tidak lulus seleksi.   Perempuan yang tinggal di jalan Mandala Tuban ini berupaya untuk meminta kembali uang yang sudah diberikannya kepada pelaku, namun pelaku selalu mengelak bahkan ia berupaya menawarkan korban bekerja di tempat lain tetapi selalu gagal atau tidak lulus.   Karena korban merasa ditipu, akhirnya pelaku dilaporkan ke Polres Kawasan Bandara I Gusti Ngurah Rai. Pewarta: Rolandus NampuEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",hukum
" Sabtu, 25 November 2023 20:55 WIB",Pewarta: Pamela SakinaEditor: Siti Zulaikha  COPYRIGHT © ANTARA 2023,"Apa itu ""caregiver""? Berikut tips bila Anda salah satunya","     Jakarta (ANTARA) - Putri dari Indro Warkop Hada Kusumonegoro membagikan pengalamannya sekaligus tips untuk menjadi orang yang merawat anggota keluarga sedang sakit atau “caregiver”.    Hada menjadi peran penting di keluarga saat mendiang ibunda, Nita, didiagnosis mengidap kanker paru pada 10 Agustus 2017 silam.    “Menjadi ‘caregiver’ bukan lah hal yang mudah, namun, masa-masa sulit ini tentu tidak akan berjalan selamanya, memberikan yang terbaik adalah satu-satunya cara,” kata Hada kepada ANTARA, saat ditemui di Jakarta, Jumat (24/11).    ""Caregiver"" adalah tenaga profesional untuk melakukan pendampingan pada seseorang yang tidak mampu merawat dirinya sendiri, baik sebagian atau keseluruhan karena keterbatasan fisik maupun mental.  Baca juga: Dokter sebut perlu ada pelatihan khusus pendamping pasien kanker    Namun, kini maknanya telah bergeser dan sering disematkan bagi anggota keluarga atau orang dekat yang sedang merawat anggota keluarga lain.    Seperti yang dikatakan Hada, tentu tidak mudah untuk menjadi seorang “caregiver”. Merawat orang tercinta sering kali dapat memengaruhi kesehatan dan kesejahteraan diri sendiri, dan keseimbangan hidup secara keseluruhan.    Hal ini dapat menyebabkan stres, kemarahan, kecemasan, hingga kelelahan fisik dan mental yang mendalam. Seseorang yang sedang merawat orang sakit sering kali merasa terputus dari dunia luar.    Begitu banyak waktu dan energi yang dihabiskan untuk merawat orang lain, bahkan, sering kali tidak memiliki waktu untuk merawat diri mereka sendiri.    Hal ini yang juga dirasakan betul oleh Hada. Untuk menjadi “caregiver” seseorang perlu mampu berbesar hati untuk mengesampingkan kebutuhannya terlebih dahulu. Menghindari menangis di depan orang yang sedang butuh dukungan.    “Boleh sedih, tapi tidak boleh terlalu lama, boleh menangis tapi tidak perlu banyak yang tahu, sedih itu manusiawi, namun bila terlalu larut dalam kesedihanku mami tidak akan mendapat yang terbaik dariku, jadi kalau kita memang ingin menjadi seorang support system yang baik, kita harus berada pada kualitas terbaik diri,” kata Hada.  Baca juga: Dokter: Siapapun bisa jadi pendamping pasien kanker    Menyiapkan fisik dan mental yang kuat adalah hal utama yang harus dilakukan untuk menjadi “caregiver”.    Meski begitu, bukan berarti “caregiver” tidak boleh memiliki waktu untuk diri sendiri. Hada menyebut, meski singkat, sempatkan diri untuk menumpahkan segala perasaan yang dirasakan, walau itu tidak dilihat oleh orang yang sedang sakit atau orang lain.    “Aku memberikan waktu untuk diriku menangis, di hari mami didiagnosis kanker, dan saat pemakaman aku menangis sekencang-kencangnya, tapi setelahnya aku masih menjadi orang yang harus menjaga orang lain, menjaga hatinya papa,"" kata Hada.    “Nikmati rasa sakitnya, nikmati dukanya, lama-kelamaan akan terbiasa dan bisa menjalani hidup kembali,” tambahnya.   Jangan ragu untuk meminta pertolongan dari teman atau kerabat lain bila dirasa perlu bantuan, meski hanya sekadar ruang untuk berkeluh kesah. Hal ini penting untuk menyeimbangkan kesehatan mental dan fisik seorang ""caregiver"".  Baca juga: Pendamping seperti apa yang dibutuhkan pasien kanker?Pewarta: Pamela SakinaEditor: Siti Zulaikha    COPYRIGHT © ANTARA 2023 ",lifestyle
" Sabtu, 25 November 2023 18:18 WIB",,Empat destinasi indah di Fuzhou,"    Jika berkunjung ke China, mampirlah ke Fuzhou, ibu kota Provinsi Fujian yang terletak di tenggara. Dikelilingi pegunungan hijau dan pantai, Fuzhou memiliki sejumlah destinasi yang sayang jika dilewatkan. ",lifestyle
" Sabtu, 25 November 2023 17:56 WIB",,Touring jelajah Lombok cara komunitas motor berwisata di NTB,"                     ANTARA - Rombongan ketiga touring jelajah wisata Lombok sebagai rangkaian dari kegiatan Lombok Sumbawa Motocross Competition tahun 2023 diberangkatkan. Ratusan anggota komunitas pecinta otomotif dari berbagai daerah, dilepas dari Kantor Gubernur NTB pada Sabtu 25 November menuju Mekaki Lombok Barat, kemudian Mandalika Lombok Tengah, lalu ke Bukit Sembalun Lombok Timur, dan berakhir di sirkuit Tohpati di Kota Mataram. (Kusnandar/Rizky Bagus Dhermawan/Saras Krisvianti)        ",lifestyle
" Sabtu, 25 November 2023 14:27 WIB",Pewarta: Pamela SakinaEditor: Natisha Andarningtyas  COPYRIGHT © ANTARA 2023,"RI bonus demografi 2030, ahli: kesehatan mental perlu diperhatikan","     Jakarta (ANTARA) - Psikiater sekaligus Direktur Utama Pusat Kesehatan Jiwa Nasional Rumah Sakit Jiwa dr. H. Marzoeki Mahdi (PKJN RSMM) Dr. dr. Nova Riyanti Yusuf, SpKJ, mengatakan kesehatan mental perlu diperhatikan secara khusus apabila Indonesia akan mendapat bonus demografi mulai 2030.    “Indonesia akan segera mendapat bonus demografi, menyongsong generasi emas, namun, jika kesehatan mental tidak diperhatikan, ini akan membahayakan,” kata Novasaat berkunjungke kantor ANTARA di Jakarta, Sabtu.    Berdasarkan prediksi dari Badan Pusat Statistik (BPS), Indonesia diperkirakan akan mengalami bonus demografi pada kurun 2030-2040. Artinya, pada kurun waktu tersebut kondisi masyarakat Indonesia akan didominasi oleh usia produktif (15-64 tahun) dibandingkan usia nonproduktif.    BPS memperkirakan ada setidaknya ada sekitar 64 persen usia produktif dari total penduduk yang diproyeksikan, yakni 297 juta jiwa.  Baca juga: Menkes: Cegah stunting guna optimalkan bonus demografi    Kondisi itu merupakan keuntungan besar bagi Indonesia untuk menjadi negara dengan produktivitas tinggi. Dalam istilah demografi, kondisi dengan populasi itu disebut piramida cembung.    Jika itu terjadi, maka produktivitas Indonesia akan mengalahkan negara Jepang yang pada masa depan penduduknya lebih banyak yang berusia tua.    Bila Indonesia ingin mendapatkan keuntungan demografis, maka tidak ada cara yang paling efektif, kecuali dengan meningkatkan jumlah para wirausahawan usia muda atau produktif tersebut.    Meski menguntungkan,Nova mengatakan Indonesia perlu untuk menjaga sumber daya manusia (SDM) yang didominasi para usia produktif termasuk generasi muda tersebut, salah satunya soal kasus kesehatan mental yang kian hari kian meningkat. Menurut dia, SDM dalam jumlah banyak bisa menjadi kekuatan, namun, juga bisa menjadi ancaman jika tidak teratur dengan baik.    Selain lingkungan sosial, lanjut Nova, hal-hal yang mungkin tidak disadari seperti perubahan iklim, hingga kondisi peperangan yang terjadi di dunia terbukti dapat menyebabkan kecemasan hingga gangguan mental serius pada seseorang, sebagaimana yang juga telah dikatakan organisasi kesehatan dunia WHO.    “Hal ini yang membuat WHO sampai membuat komisi khusus yang ditugaskan meneliti dan mengatasi hal ini tiga tahun ke depan. Sedangkan Jepang sudah lebih dulu dari WHO, di mana mereka membuat Menteri Kesepian saat pandemi kemarin,” Nova menjelaskan.  Baca juga: Jokowi: manfaatkan bonus demografi menuju Indonesia Emas 2045   Baca juga: Ekspektasi eksternal picu maraknya kasus kesehatan mental anak muda   Baca juga: Kiat jaga kesehatan mental untuk mencegah kambuhnya depresiPewarta: Pamela SakinaEditor: Natisha Andarningtyas    COPYRIGHT © ANTARA 2023 ",lifestyle
" Sabtu, 25 November 2023 13:35 WIB",Editor: Maria Rosari Dwi Putri  COPYRIGHT © ANTARA 2023,Konser Coldplay jadi alarm krisis etika di Indonesia,"     Jakarta (ANTARA) - Konser Coldplay di Stadion Utama Gelora Bung Karno (GBK) Jakarta, Rabu (15/11), tidak hanya menyajikan kegembiraan bagi puluhan ribu penggemar musik, tetapi juga membuka tirai dari krisis etika yang kini tengah terjadi.      Kabar dari pihak manajemen Coldplay mengenai tingkat pengembalian Xyloband, gelang pintar canggih yang menjadi simbol konser, mencapai angka 77 persen, menarik perhatian banyak pihak.   Dari total 80.000 penonton, 18.400 di antaranya tidak mengembalikan Xyloband, sebuah angka yang mengejutkan terutama jika dibandingkan dengan rata-rata tahun pertama konser Coldplay yang mencapai 86 persen.   Fenomena ini memunculkan pertanyaan krusial tentang etika dan kejujuran di kalangan penonton Coldplay di Indonesia.   Terkait hal tersebut, Psikolog Perkembangan Anak, Remaja, dan Pendidikan, Theresia Novi Poespita Candra memberikan pandangan. Kepada ANTARA via telepon, Sabtu, dosen dari Universitas Gajah Mada (UGM) itu mengatakan Indonesia tengah menghadapi krisis etika, dengan kejujuran menjadi salah satu korban utamanya.   Ia menganggap mengembalikan gelang atau Xyloband adalah bentuk etika, dan tidak melakukannya merupakan contoh nyata dari krisis etika yang tengah melanda masyarakat.  Baca juga: Ini jumlah resmi gelang Coldplay Xyloband Jakarta yang dikembalikan   Baca juga: Ratusan laporan penipuan penjualan tiket Coldplay diselidiki polisi   Novi juga menyebut krisis etika di Indonesia sebenarnya tidak hanya tercermin pada pengembalian gelang konser, melainkan juga merembes ke dalam perilaku sehari-hari. Contoh sederhananya, perilaku membuang sampah sembarangan, tanpa memperhatikan etika kebersihan, juga merupakan contoh dari krisis etika yang tengah terjadi.      Era digital dan dampaknya   Era digital, menurut Novi, memainkan peran besar dalam memperburuk kondisi ini. Kecenderungan untuk merespons secara cepat dan tanpa berpikir panjang seringkali dipicu oleh teknologi, yang mempercepat segala sesuatu dalam hidup kita.   Sebagai contoh, dalam dunia digital, ketika seseorang tidak menyukai atau tidak sependapat, orang tersebut bisa langsung menghapus pertemanan, tanpa memedulikan etika dan dampaknya pada hubungan sosial.      Penting untuk memahami bahwa cara berpikir instan ini dipicu oleh cara kerja teknologi, yang cenderung mengejar efektivitas dan efisiensi.   Namun, konsekuensi dari perilaku ini adalah kurangnya pertimbangan terhadap emosi orang lain dan dampak yang mungkin ditimbulkan.      Dalam konteks ini, Novi mengatakan tidak mengembalikan barang, seperti Xyloband, adalah contoh nyata dari tindakan yang tidak etis, karena tidak mempertimbangkan dampaknya terhadap pihak lain.   Salah satu aspek yang perlu dicermati adalah peran teknologi dalam membentuk cara berpikir dan bertindak manusia.      Ketidakmampuan berdialog juga menjadi salah satu dampak negatif dari era digital ini. Dengan segala kemudahan dan kecepatan informasi yang diberikan teknologi, terjadi penurunan kemampuan untuk memahami emosi orang lain dan dampak dari tindakan yang diambil.      Dari perspektif psikologi, Novi menjelaskan bahwa otak manusia memiliki bagian korteks prefrontal yang salah satunya memiliki tugas untuk membuat keputusan etik.      Namun, penelitian menunjukkan di Indonesia, terutama di kota besar seperti Surabaya dan Jakarta, prefrontal cortex anak usia 15 tahun ke atas cenderung lemah karena kurangnya stimulasi melalui pendidikan.  Baca juga: Kemkominfo pakai etika dan budaya digital jaga sopan santun masyarakat  Pendidikan sebagai solusi   Pendidikan, menurut Novi, memiliki peran krusial dalam membentuk moral dan etika. Sayangnya, pendidikan di Indonesia, menurutnya, belum mampu membangun kesadaran diri dalam berperilaku.   Novi menyoroti kebijakan pendidikan yang lebih fokus pada standarisasi akademis, literasi, dan numerasi tanpa memberikan penekanan pada moral dan etika.Novi berpendapat perubahan paradigma pendidikan, dengan fokus pada kesadaran diri dan dialog, dapat menjadi langkah awal dalam mengatasi krisis etika.      Moral dan etika terbentuk melalui moral reasoning, yang dapat dikembangkan melalui pendidikan yang melibatkan dialog dan diskusi.      Dalam jurnal Bhinaka Tunggal Ika, volume 2, nomor 1, Mei 2015 karya Amrina Rosyada, menyebut pendekatan moral reasoning merupakan suatu pendekatan dalam proses pembelajaran yang dapat mengaktifkan siswa dalam proses pembelajaran melalui diskusi kelompok.      Namun, kata Novi, kebiasaan mendiskusikan hal-hal etis belum menjadi fokus utama pendidikan di Indonesia. Penting untuk mencermati bahwa dampak dari ketidakmampuan berdialog ini dapat terlihat dalam berbagai aspek masyarakat.      Fenomena ini seharusnya menjadi peringatan bagi masyarakat untuk lebih memperhatikan pendidikan berbasis kesadaran diri dan dialog, sebagai langkah krusial dalam mengatasi krisis etika yang tengah melanda.      Merujuk pada dari teori social learning dari Albert Bandura dalam buku Belajar dan Pembelajaran karya Moh. Suardi (2018), menyebut manusia mengambil informasi dan memutuskan tingkah laku yang akan diadopsi berdasarkan lingkungan dan tingkah laku orang lain yang ada disekitarnya.      Dengan kata lain, orang terdekat, termasuk orang tua, bisa menjadi contoh bagi anak-anak mereka terkait dengan perilaku.      Bila perilaku yang ditampilkan tidak baik, kondisi tersebut dapat turun-menurun dan menjadi tidak baik.      Tetapi, menurut Novi, kebiasaan tidak baik dari orang tua atau lingkungan sekitar bisa diputus rantainya dengan adanya peran dari pemerintah sebagai pembuat peradaban baru melalui pendidikan formal.  Baca juga: Siti Fauziah: Guru juga bentuk karakter anak didik    Di sekolah, pembelajaran social emotional learning (SEL), seperti yang dilakukan di negara-negara maju, dapat menjadi kunci untuk menciptakan perubahan positif.      Jika anak-anak mendapatkan cara berpikir baru di sekolah, kebiasaan di rumah mereka dapat terhapus dengan sendirinya. Etika tidak hanya sebatas akademis, melainkan dapat ditanamkan melalui pendidikan yang melibatkan diskusi dan dialog.      Oleh karena itu, pendidikan formal dan peran guru menjadi krusial dalam memberikan pelatihan untuk belajar berdialog, bukan sekadar memberikan materi pembelajaran.      Di negara-negara maju, pendidikan etika sudah menjadi pondasi di tingkat SD, sementara di tingkat SMP dan SMA, etika sudah menjadi bagian dari warga negara.      Pemerintah perlu mengubah orientasi pendidikan untuk membangun peradaban baru, bukan hanya mengejar ketertinggalan nilai numerasi dan literasi. Negara seperti Vietnam, kata Novi, bahkan sudah tidak lagi mengukur numerasi dan literasi sebagai prioritas utama.      Semua pihak memiliki peran masing-masing dalam mengatasi krisis etika ini. Memperbanyak ruang interaksi dan dialog menjadi hal yang sangat penting. Orang tua perlu memiliki keterampilan seperti mendengar dan berkonsekuensi, yang akan menciptakan lingkungan yang mendukung perkembangan etika anak-anak.      Dalam merangkai kebijakan pendidikan, pemerintah dan lembaga pendidikan perlu mengambil langkah-langkah konkret untuk merombak sistem pendidikan yang lebih memperhatikan aspek moral dan etika.      Dengan demikian, masyarakat Indonesia dapat melangkah menuju arah yang lebih etis, beradab, dan bertanggung jawab, sehingga krisis etika yang tengah melanda dapat diatasi secara komprehensif.  Baca juga: Pendidikan etika dan moral harus ditekankan untuk membentuk karakter siswa   Baca juga: Penting bagi orang tua bersikap terbuka dan memahami remaja   Baca juga: Terapkan “authoritative parenting” untuk beri pemahaman remajaEditor: Maria Rosari Dwi Putri    COPYRIGHT © ANTARA 2023 ",lifestyle
